Inek_ID,Irk,Yas,Agirlik_kg,Dogum_Sayisi,Laktasyon_Asamasi,Ureme_Durumu,Yem_Tipi,Yem_Miktari_kg_gun,Yemleme_Sikligi,Su_Tuketimi_L_gun,Walking_Distance(km/day),Grazing_Duration(hrs/day),Rumination_Time(hrs/day),Resting_Hours(hrs/day),Vucut_Sicakligi_C,Nabiz_bpm,Asi_Durumu,Gecmis_Hastaliklar,Saglik_Uyarilari,Ortam_Sicakligi_C,Nem_Yuzde,Mevsim,Barinak_Kosullari,Sut_Verimi_L_gun
COW_0574,Gir,9,516,4,Mid,Inseminated,Concentrate,11.5,3,66,1.02,7.4,6.0,10.9,39.0,43,Yes,Digestive Disorder,Normal,18.1,62,Summer,Poor,7.2
COW_0575,Gir,4,400,1,Early,Inseminated,Concentrate,16.6,3,42,3.15,6.7,7.3,9.3,38.6,56,No,None,Normal,32.4,54,Monsoon,Poor,5.8
COW_0576,Holstein,8,457,5,Dry,Inseminated,Dry Fodder,17.0,2,65,4.74,7.5,9.3,6.1,38.0,73,No,None,High Temp,36.9,76,Monsoon,Clean,19.3
COW_0577,Jersey,2,306,6,Late,Pregnant,Dry Fodder,12.4,2,58,4.23,5.8,4.5,11.5,39.1,48,No,Mastitis,Normal,26.9,51,Summer,Poor,17.4
COW_0578,Gir,8,448,4,Dry,Open,Concentrate,20.3,2,59,4.4,2.5,5.1,7.5,39.1,69,No,Mastitis,Low Activity,18.8,71,Monsoon,Clean,14.9
COW_0579,Gir,8,475,6,Late,Open,Concentrate,12.3,4,56,1.28,7.2,4.1,9.0,38.9,48,Yes,Mastitis,Low Activity,30.8,90,Monsoon,Moderate,15.4
COW_0580,Sahiwal,8,332,6,Mid,Open,Concentrate,11.5,3,56,2.6,2.2,9.5,9.3,38.4,72,Yes,FMD,High Temp,21.0,31,Summer,Clean,15.9
COW_0581,Sahiwal,2,487,6,Late,Open,Concentrate,14.6,2,51,1.37,6.4,9.2,7.9,37.7,65,No,Mastitis,High Temp,26.7,70,Winter,Poor,9.4
COW_0582,Gir,7,581,2,Early,Inseminated,Dry Fodder,24.4,4,45,2.02,6.5,6.7,8.0,39.4,80,No,Mastitis,Low Activity,28.0,69,Summer,Moderate,14.9
COW_0583,Gir,2,558,4,Dry,Pregnant,Dry Fodder,11.4,3,45,3.54,6.8,4.0,9.2,39.1,59,No,FMD,Normal,33.7,69,Monsoon,Poor,17.1
COW_0584,Jersey,3,516,6,Late,Open,Concentrate,15.2,2,69,4.52,5.0,6.4,12.0,37.5,55,Yes,FMD,Low Activity,37.5,70,Summer,Poor,18.9
COW_0585,Holstein,6,461,4,Mid,Open,Concentrate,23.9,3,54,3.95,3.0,7.6,8.9,37.6,71,No,Digestive Disorder,Low Activity,26.6,90,Summer,Clean,8.9
COW_0586,Jersey,4,410,3,Late,Open,Green Fodder,18.6,4,40,3.49,2.0,9.1,9.1,38.5,62,Yes,Digestive Disorder,Normal,29.0,43,Monsoon,Poor,19.3
COW_0587,Jersey,6,529,3,Early,Open,Dry Fodder,24.2,2,31,4.62,7.1,5.0,9.0,39.1,78,No,Digestive Disorder,High Temp,36.4,81,Monsoon,Clean,7.5
COW_0588,Sahiwal,7,549,1,Late,Pregnant,Concentrate,11.6,2,44,4.57,7.7,9.4,6.1,38.0,71,No,None,Low Activity,19.3,44,Winter,Moderate,9.9
COW_0589,Holstein,6,417,5,Mid,Pregnant,Concentrate,11.3,2,49,1.21,2.4,6.8,7.4,37.8,70,Yes,FMD,High Temp,32.6,73,Winter,Clean,16.8
COW_0590,Sahiwal,3,457,4,Dry,Pregnant,Concentrate,12.4,4,50,3.54,5.7,4.6,8.5,38.4,42,Yes,Digestive Disorder,Low Activity,31.1,38,Summer,Clean,5.3
COW_0591,Jersey,6,318,2,Late,Open,Dry Fodder,11.6,3,55,1.93,5.4,8.7,8.4,38.7,73,No,Mastitis,High Temp,16.0,43,Winter,Clean,19.3
COW_0592,Gir,7,400,3,Dry,Pregnant,Green Fodder,23.6,2,39,4.18,2.6,8.1,6.4,39.3,51,No,Mastitis,Normal,32.5,72,Monsoon,Moderate,19.3
COW_0593,Holstein,3,596,4,Dry,Inseminated,Concentrate,13.4,4,52,2.96,2.4,4.1,6.5,38.6,70,No,Mastitis,Normal,36.5,83,Winter,Poor,11.7
COW_0594,Jersey,7,324,4,Late,Open,Concentrate,14.6,4,63,1.33,2.6,9.0,8.2,39.0,67,No,None,High Temp,28.5,67,Winter,Poor,13.0
COW_0595,Holstein,4,534,1,Late,Inseminated,Green Fodder,22.9,2,41,3.95,2.3,9.1,11.8,38.0,55,Yes,Mastitis,Normal,17.9,59,Summer,Clean,16.6
COW_0596,Jersey,7,566,2,Dry,Open,Green Fodder,11.7,2,68,3.87,2.2,9.9,9.2,38.3,60,No,Mastitis,High Temp,27.5,90,Monsoon,Clean,8.2
COW_0597,Holstein,6,302,4,Mid,Pregnant,Dry Fodder,16.9,2,63,4.49,6.2,7.4,6.3,39.0,53,Yes,Digestive Disorder,Normal,34.2,38,Summer,Clean,17.8
COW_0598,Jersey,2,519,5,Late,Open,Concentrate,23.1,2,35,1.34,3.5,9.8,8.0,37.7,80,No,None,Normal,28.9,66,Summer,Moderate,12.5
COW_0599,Sahiwal,9,472,1,Late,Pregnant,Concentrate,18.2,4,49,2.53,4.9,5.3,9.6,38.6,49,No,Digestive Disorder,Normal,31.7,78,Summer,Moderate,7.3
COW_0600,Sahiwal,3,557,2,Mid,Pregnant,Concentrate,12.3,2,69,3.58,3.5,6.4,9.2,39.3,57,No,Digestive Disorder,Low Activity,20.3,43,Summer,Poor,6.5
COW_0601,Gir,3,480,4,Late,Pregnant,Concentrate,19.6,4,59,3.66,3.0,5.3,7.5,39.0,61,No,FMD,Normal,32.3,46,Monsoon,Moderate,9.0
COW_0602,Gir,10,598,1,Dry,Pregnant,Green Fodder,16.2,3,39,1.27,7.2,4.4,8.6,39.1,53,No,None,Low Activity,20.5,52,Summer,Moderate,14.5
COW_0603,Sahiwal,9,568,4,Mid,Inseminated,Concentrate,22.7,3,53,4.09,3.5,9.3,6.9,39.2,46,Yes,Mastitis,Normal,39.3,64,Monsoon,Clean,13.2
COW_0604,Sahiwal,10,528,4,Late,Inseminated,Dry Fodder,15.1,2,39,3.1,2.8,6.9,11.0,39.2,56,No,FMD,Normal,33.9,47,Summer,Clean,9.8
COW_0605,Jersey,8,548,5,Mid,Open,Dry Fodder,22.6,3,58,1.55,2.0,6.7,11.9,39.1,70,No,Mastitis,Low Activity,20.9,73,Monsoon,Moderate,5.7
COW_0606,Sahiwal,7,381,1,Early,Open,Green Fodder,16.7,3,32,2.61,3.8,5.5,6.5,39.4,77,No,FMD,Low Activity,27.0,36,Monsoon,Moderate,11.3
COW_0607,Sahiwal,10,340,1,Dry,Open,Concentrate,18.7,3,40,3.88,7.4,7.5,6.4,39.1,43,Yes,None,High Temp,21.7,42,Winter,Moderate,6.4
COW_0608,Gir,9,501,4,Mid,Open,Dry Fodder,16.4,2,45,3.56,7.4,5.7,11.1,38.5,70,Yes,Digestive Disorder,High Temp,31.0,84,Summer,Clean,19.3
COW_0609,Holstein,9,465,3,Early,Pregnant,Green Fodder,21.3,2,56,2.94,3.9,8.2,9.5,38.4,56,No,Digestive Disorder,High Temp,34.1,89,Monsoon,Poor,8.5
COW_0610,Jersey,4,322,2,Early,Pregnant,Green Fodder,19.9,2,55,2.56,3.6,8.8,9.0,39.4,80,Yes,Digestive Disorder,High Temp,37.7,55,Summer,Clean,18.0
COW_0611,Jersey,9,317,2,Mid,Open,Concentrate,20.8,3,59,2.09,2.6,4.7,10.9,38.2,62,No,None,High Temp,22.9,40,Winter,Clean,8.3
COW_0612,Gir,3,354,1,Late,Open,Green Fodder,11.2,4,32,2.36,6.5,9.8,10.8,37.5,50,No,None,Normal,27.4,39,Summer,Poor,11.9
COW_0613,Sahiwal,4,358,4,Early,Inseminated,Dry Fodder,14.8,2,37,4.38,6.5,8.2,7.9,39.3,59,No,None,Low Activity,38.1,58,Winter,Clean,16.3
COW_0614,Gir,6,379,6,Mid,Inseminated,Dry Fodder,19.4,4,70,2.14,5.8,8.2,12.0,39.1,76,No,Mastitis,Normal,30.3,90,Summer,Clean,5.2
COW_0615,Sahiwal,2,482,2,Late,Open,Dry Fodder,18.9,4,39,3.76,2.0,4.6,8.6,39.3,45,No,Mastitis,Normal,37.7,59,Monsoon,Poor,18.6
COW_0616,Gir,4,507,1,Dry,Open,Green Fodder,11.7,4,66,5.0,3.0,8.4,6.9,39.4,62,No,Digestive Disorder,High Temp,20.4,35,Monsoon,Poor,17.5
COW_0617,Gir,3,504,6,Late,Inseminated,Dry Fodder,14.7,4,52,1.09,3.7,7.8,11.2,38.9,41,Yes,Digestive Disorder,Low Activity,16.0,77,Summer,Moderate,6.4
COW_0618,Jersey,10,404,5,Early,Open,Concentrate,10.0,4,46,2.77,8.0,5.0,11.1,38.4,41,Yes,Mastitis,Low Activity,28.2,78,Monsoon,Moderate,8.2
COW_0619,Jersey,2,586,1,Dry,Pregnant,Dry Fodder,19.9,2,54,1.81,4.4,4.8,6.6,39.2,70,No,None,Low Activity,31.2,44,Winter,Clean,18.5
COW_0620,Jersey,6,427,1,Mid,Open,Dry Fodder,17.8,4,39,2.95,2.4,7.5,6.6,37.8,51,Yes,FMD,Normal,20.2,48,Winter,Clean,10.4
COW_0621,Gir,3,310,4,Mid,Open,Dry Fodder,15.2,4,64,3.04,7.3,5.8,6.7,37.6,74,No,Digestive Disorder,Low Activity,35.7,83,Monsoon,Clean,13.6
COW_0622,Sahiwal,4,397,4,Mid,Open,Concentrate,23.5,4,42,3.06,7.9,4.8,8.0,37.9,78,Yes,Mastitis,Low Activity,35.0,54,Winter,Clean,7.2
COW_0623,Gir,4,428,4,Late,Inseminated,Concentrate,21.8,4,57,4.83,5.5,6.4,9.1,39.2,61,Yes,Digestive Disorder,Normal,22.9,33,Winter,Moderate,7.4
COW_0624,Holstein,9,339,6,Late,Open,Green Fodder,14.6,4,30,1.25,7.5,9.3,6.5,38.1,63,Yes,Digestive Disorder,High Temp,33.8,50,Monsoon,Moderate,17.2
COW_0625,Holstein,4,468,4,Dry,Pregnant,Concentrate,18.3,4,41,2.06,7.9,6.0,10.0,37.6,67,No,None,High Temp,35.8,76,Winter,Poor,16.7
COW_0626,Gir,7,586,1,Mid,Inseminated,Green Fodder,24.2,4,37,2.18,2.1,5.4,7.5,38.6,71,No,Digestive Disorder,High Temp,28.0,64,Winter,Clean,19.4
COW_0627,Sahiwal,5,586,3,Late,Inseminated,Green Fodder,17.1,2,33,2.88,7.5,8.2,8.2,38.8,41,No,Digestive Disorder,High Temp,38.9,71,Monsoon,Clean,19.0
COW_0628,Holstein,2,424,1,Late,Open,Concentrate,14.6,3,36,2.1,3.0,5.9,10.1,39.0,51,No,FMD,Low Activity,15.5,87,Winter,Clean,7.8
COW_0629,Holstein,5,436,6,Early,Pregnant,Green Fodder,18.7,2,66,1.17,6.0,5.2,7.8,39.2,50,No,None,Normal,29.8,74,Winter,Moderate,17.4
COW_0630,Holstein,5,594,1,Mid,Inseminated,Dry Fodder,18.9,3,44,4.3,5.5,9.8,6.3,38.3,49,Yes,Digestive Disorder,High Temp,29.5,34,Summer,Moderate,12.0
COW_0631,Jersey,6,430,4,Late,Inseminated,Concentrate,14.2,2,68,1.55,7.5,4.3,6.1,38.0,46,No,None,Low Activity,28.9,37,Summer,Clean,17.6
COW_0632,Gir,2,375,1,Early,Inseminated,Dry Fodder,22.0,3,41,4.81,4.4,4.8,11.0,37.6,55,No,Mastitis,Normal,17.9,76,Winter,Clean,14.8
COW_0633,Jersey,8,382,2,Late,Inseminated,Concentrate,11.2,2,57,2.41,4.7,4.8,10.3,39.0,42,No,Mastitis,Low Activity,25.0,90,Summer,Clean,11.3
COW_0634,Jersey,6,453,1,Mid,Inseminated,Concentrate,22.2,4,37,3.45,2.8,10.0,10.7,39.4,43,Yes,None,Low Activity,35.9,41,Monsoon,Moderate,5.2
COW_0635,Jersey,6,380,4,Mid,Inseminated,Green Fodder,18.8,2,52,2.1,3.7,9.5,6.8,38.8,73,Yes,None,Low Activity,33.2,32,Winter,Clean,10.9
COW_0636,Holstein,9,362,4,Dry,Open,Green Fodder,13.8,4,59,2.61,6.7,7.7,6.2,39.4,54,No,Mastitis,High Temp,24.9,48,Summer,Clean,17.7
COW_0637,Sahiwal,6,415,4,Early,Pregnant,Concentrate,13.5,3,37,3.38,3.1,5.6,9.4,38.4,42,No,Digestive Disorder,High Temp,39.1,79,Winter,Poor,5.8
COW_0638,Holstein,10,442,3,Dry,Pregnant,Dry Fodder,18.8,4,35,4.0,8.0,7.9,7.5,38.6,64,Yes,FMD,High Temp,29.2,60,Monsoon,Clean,19.7
COW_0639,Gir,5,407,6,Dry,Open,Concentrate,23.4,2,48,2.53,4.5,9.6,10.1,37.9,57,Yes,Digestive Disorder,Low Activity,29.4,50,Summer,Poor,8.7
COW_0640,Jersey,3,590,6,Early,Pregnant,Green Fodder,14.7,4,38,2.4,2.7,9.2,10.6,38.0,72,No,None,High Temp,39.8,90,Summer,Poor,10.3
COW_0641,Jersey,6,502,6,Mid,Open,Dry Fodder,16.4,2,52,2.52,4.7,9.1,11.6,38.2,67,Yes,Mastitis,High Temp,37.0,54,Monsoon,Poor,14.9
COW_0642,Gir,5,519,4,Early,Pregnant,Dry Fodder,23.0,2,47,4.75,3.3,5.8,6.7,39.0,60,No,Digestive Disorder,High Temp,38.4,35,Summer,Clean,8.1
COW_0643,Gir,7,320,3,Dry,Inseminated,Green Fodder,11.3,2,40,2.56,5.4,9.0,10.2,38.7,43,Yes,None,Normal,30.7,76,Monsoon,Clean,17.3
COW_0644,Jersey,10,423,2,Late,Open,Concentrate,24.4,3,30,4.19,7.7,8.4,9.7,38.8,47,No,FMD,Normal,18.9,47,Summer,Moderate,5.9
COW_0645,Gir,9,318,4,Mid,Open,Concentrate,21.5,3,36,2.48,5.6,8.2,7.0,39.4,75,No,Digestive Disorder,Low Activity,22.4,86,Winter,Moderate,10.3
COW_0646,Jersey,4,561,2,Dry,Inseminated,Green Fodder,17.3,4,38,3.29,3.4,8.3,9.7,37.7,40,Yes,FMD,Normal,31.9,63,Monsoon,Moderate,11.1
COW_0647,Sahiwal,2,546,6,Dry,Inseminated,Dry Fodder,14.7,2,30,3.83,2.1,7.5,10.9,39.5,54,No,Digestive Disorder,Low Activity,18.5,43,Winter,Clean,7.6
COW_0648,Jersey,7,586,5,Late,Inseminated,Dry Fodder,20.2,3,59,3.3,6.7,10.0,10.8,38.7,71,Yes,FMD,Normal,35.8,68,Monsoon,Moderate,11.5
COW_0649,Gir,9,318,6,Early,Inseminated,Dry Fodder,12.9,3,37,1.83,6.5,7.6,8.2,38.3,52,No,FMD,Normal,39.9,49,Summer,Moderate,15.8
COW_0650,Gir,4,497,3,Mid,Inseminated,Concentrate,11.0,4,63,2.4,3.2,6.6,9.1,37.6,74,No,Digestive Disorder,Normal,15.0,83,Winter,Clean,13.4
COW_0651,Holstein,4,467,1,Late,Open,Dry Fodder,23.9,4,47,2.8,4.9,5.5,12.0,38.9,53,Yes,Mastitis,Low Activity,37.5,52,Summer,Poor,7.3
COW_0652,Jersey,7,453,6,Early,Open,Dry Fodder,20.4,3,48,3.06,4.9,4.5,11.1,39.4,41,Yes,Mastitis,High Temp,23.9,55,Summer,Clean,9.6
COW_0653,Jersey,6,469,3,Mid,Inseminated,Dry Fodder,15.1,3,30,2.78,3.4,9.6,11.4,38.0,52,Yes,Mastitis,Low Activity,26.6,84,Winter,Moderate,14.7
COW_0654,Jersey,10,563,5,Late,Inseminated,Dry Fodder,13.5,3,67,1.55,3.6,4.6,8.6,39.5,77,No,Digestive Disorder,High Temp,36.8,45,Summer,Poor,10.9
COW_0655,Sahiwal,10,325,4,Dry,Inseminated,Concentrate,18.7,3,70,2.07,5.2,5.8,9.2,39.0,43,Yes,Digestive Disorder,High Temp,20.5,71,Monsoon,Poor,9.8
COW_0656,Holstein,10,339,6,Mid,Pregnant,Dry Fodder,16.9,3,33,4.9,2.6,7.2,9.9,38.9,76,No,None,Normal,38.2,48,Summer,Poor,11.3
COW_0657,Sahiwal,2,319,5,Mid,Pregnant,Green Fodder,24.6,2,42,3.62,6.0,7.5,9.2,38.5,54,Yes,FMD,Normal,31.4,33,Summer,Clean,16.4
COW_0658,Gir,3,500,3,Mid,Inseminated,Green Fodder,18.7,2,55,1.46,6.4,4.6,6.9,39.1,80,No,Mastitis,Normal,36.9,35,Monsoon,Moderate,12.0
COW_0659,Jersey,5,598,5,Mid,Inseminated,Concentrate,15.3,3,52,3.57,6.6,7.4,6.1,38.4,62,No,FMD,Low Activity,27.8,36,Winter,Moderate,5.6
COW_0660,Sahiwal,5,455,1,Late,Pregnant,Dry Fodder,23.0,4,59,3.37,3.1,7.6,8.5,38.2,53,No,FMD,Low Activity,17.1,49,Monsoon,Moderate,18.7
COW_0661,Jersey,8,499,4,Early,Inseminated,Dry Fodder,17.2,2,42,4.14,2.6,7.0,10.9,39.1,64,No,Mastitis,Normal,31.6,48,Monsoon,Clean,13.8
COW_0662,Holstein,2,501,2,Dry,Inseminated,Green Fodder,23.3,2,62,1.82,7.2,9.8,11.7,37.7,51,Yes,Digestive Disorder,High Temp,35.6,52,Winter,Clean,18.0
COW_0663,Holstein,4,555,3,Late,Open,Dry Fodder,16.3,2,39,2.12,7.9,6.5,6.7,38.8,43,Yes,None,Low Activity,25.5,36,Monsoon,Moderate,19.2
COW_0664,Holstein,2,461,2,Early,Inseminated,Green Fodder,16.7,2,45,3.44,7.0,8.2,10.2,37.8,68,No,None,Normal,28.2,48,Monsoon,Moderate,14.2
COW_0665,Sahiwal,4,559,5,Late,Inseminated,Green Fodder,22.3,4,46,2.49,7.3,5.4,8.5,37.5,59,Yes,None,High Temp,38.7,51,Summer,Poor,8.6
COW_0666,Jersey,3,586,5,Early,Pregnant,Green Fodder,13.8,3,58,1.01,2.2,9.5,10.6,38.3,54,Yes,FMD,Normal,31.9,68,Winter,Poor,5.4
COW_0667,Holstein,6,479,2,Mid,Open,Dry Fodder,15.2,4,46,1.08,6.3,5.7,8.6,38.6,66,Yes,Digestive Disorder,Normal,26.3,70,Winter,Moderate,14.8
COW_0668,Holstein,5,343,4,Early,Open,Dry Fodder,14.6,3,49,4.97,3.2,9.2,10.5,38.6,77,No,Mastitis,Low Activity,38.4,89,Summer,Clean,17.0
COW_0669,Sahiwal,7,456,4,Dry,Pregnant,Concentrate,22.4,2,47,2.6,5.4,4.8,9.2,37.7,80,No,Digestive Disorder,High Temp,22.9,33,Summer,Poor,12.4
COW_0670,Holstein,9,434,6,Late,Inseminated,Concentrate,16.7,4,43,1.95,5.6,9.7,11.1,39.2,74,Yes,Digestive Disorder,Low Activity,34.3,33,Summer,Clean,15.5
COW_0671,Sahiwal,7,502,6,Early,Open,Green Fodder,15.2,2,32,1.4,2.9,7.8,6.3,38.5,47,No,None,Normal,36.9,60,Winter,Moderate,9.7
COW_0672,Gir,2,484,6,Early,Pregnant,Concentrate,14.1,3,54,1.7,5.3,6.1,10.2,38.1,72,No,Digestive Disorder,Low Activity,34.5,64,Winter,Moderate,17.5
COW_0673,Gir,5,402,6,Mid,Pregnant,Green Fodder,24.2,2,61,4.97,7.4,4.7,11.2,37.6,65,Yes,FMD,Low Activity,39.0,83,Monsoon,Poor,13.1
COW_0674,Sahiwal,4,452,1,Early,Inseminated,Green Fodder,21.6,3,52,1.52,7.9,6.2,7.1,38.6,55,Yes,Digestive Disorder,Normal,21.9,45,Summer,Moderate,11.9
COW_0675,Sahiwal,10,565,6,Late,Open,Green Fodder,10.9,3,46,1.33,2.1,9.7,8.6,38.1,58,No,FMD,Low Activity,26.4,59,Winter,Clean,7.2
COW_0676,Gir,2,332,6,Early,Pregnant,Dry Fodder,16.2,3,64,3.61,7.8,9.1,8.0,37.6,48,Yes,Mastitis,Low Activity,24.1,42,Summer,Clean,12.1
COW_0677,Sahiwal,8,373,2,Mid,Pregnant,Green Fodder,23.3,4,57,1.3,4.0,8.8,10.8,37.6,62,Yes,None,High Temp,28.3,70,Winter,Poor,6.6
COW_0678,Jersey,9,341,6,Early,Pregnant,Green Fodder,17.8,3,49,3.08,4.7,9.0,8.2,38.4,53,Yes,None,Low Activity,24.7,50,Monsoon,Moderate,8.3
COW_0679,Holstein,7,450,4,Early,Open,Concentrate,24.5,2,57,1.68,6.7,9.5,10.7,37.7,74,Yes,Digestive Disorder,Low Activity,31.6,53,Winter,Moderate,12.0
COW_0680,Gir,5,541,1,Late,Pregnant,Concentrate,23.2,3,58,1.53,2.9,9.1,11.2,38.6,42,Yes,None,Normal,38.0,63,Monsoon,Moderate,16.6
COW_0681,Sahiwal,6,475,4,Dry,Pregnant,Concentrate,10.5,2,31,3.69,5.5,4.5,7.6,37.7,79,No,None,Low Activity,24.5,82,Monsoon,Clean,7.8
COW_0682,Jersey,2,509,4,Late,Inseminated,Concentrate,23.3,2,54,4.23,5.1,4.8,8.5,38.2,41,No,Digestive Disorder,Low Activity,19.5,60,Summer,Moderate,6.2
COW_0683,Gir,4,568,6,Mid,Open,Concentrate,17.2,4,70,2.62,5.3,8.9,8.6,37.7,58,Yes,FMD,High Temp,39.9,46,Summer,Moderate,17.5
COW_0684,Holstein,3,596,5,Dry,Open,Dry Fodder,18.5,3,56,1.15,6.2,6.8,8.7,38.0,49,No,Digestive Disorder,Low Activity,29.1,79,Monsoon,Moderate,12.8
COW_0685,Sahiwal,5,435,4,Late,Open,Green Fodder,20.2,3,41,2.82,5.8,8.9,10.7,39.2,43,Yes,Digestive Disorder,Normal,35.3,75,Monsoon,Moderate,11.7
COW_0686,Jersey,2,435,2,Late,Pregnant,Green Fodder,11.2,4,59,2.38,6.0,9.4,8.7,38.6,72,No,Mastitis,High Temp,35.8,69,Summer,Poor,5.0
COW_0687,Sahiwal,3,421,4,Mid,Pregnant,Dry Fodder,13.7,4,31,2.88,7.1,4.1,7.4,38.9,78,No,Digestive Disorder,Low Activity,15.5,58,Monsoon,Clean,17.7
COW_0688,Gir,8,522,4,Mid,Open,Concentrate,19.1,4,57,1.81,7.5,8.7,11.0,37.6,75,No,FMD,Low Activity,34.8,52,Summer,Moderate,17.6
COW_0689,Jersey,6,540,1,Dry,Open,Concentrate,14.5,3,65,3.55,3.9,8.1,6.0,38.5,76,Yes,Mastitis,High Temp,18.1,49,Summer,Moderate,18.8
COW_0690,Sahiwal,3,342,1,Early,Open,Concentrate,22.5,3,52,3.11,6.3,8.5,10.4,38.8,54,Yes,Mastitis,Low Activity,22.6,51,Winter,Poor,17.5
COW_0691,Holstein,7,524,4,Early,Inseminated,Concentrate,24.4,4,52,1.8,4.2,6.1,8.4,39.3,71,Yes,Mastitis,High Temp,29.0,71,Winter,Moderate,5.7
COW_0692,Jersey,8,525,2,Dry,Pregnant,Dry Fodder,17.2,4,34,2.57,4.1,7.5,6.8,39.0,56,Yes,None,Normal,31.6,84,Monsoon,Clean,11.4
COW_0693,Sahiwal,9,542,5,Late,Open,Dry Fodder,11.7,3,46,3.84,6.6,8.0,7.7,39.2,77,Yes,None,Normal,19.8,88,Monsoon,Poor,18.0
COW_0694,Gir,6,553,6,Mid,Open,Concentrate,20.3,4,53,2.82,7.1,8.7,9.0,39.2,76,Yes,Mastitis,Low Activity,37.9,83,Summer,Moderate,7.6
COW_0695,Sahiwal,6,348,1,Late,Inseminated,Concentrate,18.1,4,46,1.97,3.5,7.6,7.8,38.1,63,Yes,FMD,Normal,31.5,47,Winter,Clean,18.0
COW_0696,Sahiwal,9,533,5,Early,Inseminated,Dry Fodder,14.3,2,52,2.84,6.2,8.0,8.9,38.9,69,Yes,Digestive Disorder,Normal,27.7,77,Summer,Moderate,6.7
COW_0697,Gir,8,444,3,Mid,Inseminated,Concentrate,18.6,2,35,1.83,5.1,9.5,11.5,38.7,40,Yes,Mastitis,Low Activity,19.7,47,Monsoon,Poor,15.4
COW_0698,Jersey,7,448,5,Dry,Pregnant,Concentrate,16.0,2,51,4.03,4.1,7.5,8.1,38.4,60,No,Digestive Disorder,High Temp,18.7,58,Summer,Poor,7.3
COW_0699,Gir,8,562,1,Late,Pregnant,Dry Fodder,22.5,4,68,3.58,7.1,6.1,9.6,37.7,60,Yes,FMD,Normal,28.0,34,Winter,Clean,17.8
COW_0700,Sahiwal,2,540,6,Early,Inseminated,Dry Fodder,22.7,3,60,2.41,5.8,5.5,10.1,37.8,75,Yes,FMD,High Temp,23.4,74,Monsoon,Moderate,19.8
COW_0701,Sahiwal,7,352,6,Late,Inseminated,Dry Fodder,22.1,3,51,1.96,2.0,4.1,6.3,37.8,45,No,None,Low Activity,33.9,50,Winter,Moderate,19.6
COW_0702,Sahiwal,3,580,1,Dry,Inseminated,Concentrate,17.6,4,67,2.52,5.4,8.8,6.8,37.7,57,Yes,None,Low Activity,33.5,36,Winter,Poor,9.7
COW_0703,Sahiwal,5,470,6,Mid,Pregnant,Green Fodder,16.4,3,56,2.44,7.4,9.1,6.0,38.7,61,Yes,Mastitis,High Temp,29.2,85,Winter,Clean,7.6
COW_0704,Holstein,7,353,2,Late,Pregnant,Concentrate,11.8,3,50,3.75,5.1,5.1,8.5,37.7,63,No,Mastitis,Normal,31.7,44,Monsoon,Moderate,8.4
COW_0705,Holstein,7,408,1,Mid,Open,Green Fodder,14.0,3,41,3.46,6.5,4.4,12.0,39.5,63,No,FMD,Low Activity,33.8,81,Winter,Poor,11.6
COW_0706,Gir,7,397,5,Mid,Open,Green Fodder,24.1,3,49,1.59,7.8,9.7,9.8,38.4,56,No,FMD,High Temp,18.1,47,Monsoon,Poor,15.3
COW_0707,Jersey,6,440,4,Late,Open,Dry Fodder,16.2,3,70,2.98,2.6,7.9,6.9,38.2,79,Yes,None,Low Activity,30.8,58,Monsoon,Clean,10.4
COW_0708,Jersey,5,465,3,Dry,Open,Dry Fodder,13.3,4,66,2.24,3.2,7.8,6.7,38.5,71,Yes,FMD,High Temp,28.6,72,Summer,Poor,9.2
COW_0709,Holstein,9,467,4,Mid,Open,Green Fodder,20.5,3,59,3.33,6.5,5.6,6.2,37.9,48,Yes,Digestive Disorder,Low Activity,18.7,49,Monsoon,Poor,6.0
COW_0710,Gir,9,424,5,Late,Inseminated,Green Fodder,11.5,3,42,4.75,5.4,5.0,11.0,39.2,50,No,Mastitis,High Temp,34.9,48,Summer,Poor,10.2
COW_0711,Gir,5,347,2,Dry,Pregnant,Dry Fodder,20.2,4,70,3.43,7.8,7.9,8.1,38.4,77,Yes,None,High Temp,19.7,61,Winter,Clean,5.3
COW_0712,Sahiwal,8,545,3,Late,Inseminated,Concentrate,11.7,4,45,3.05,5.7,6.4,12.0,39.0,72,No,Mastitis,Normal,20.8,67,Summer,Moderate,7.2
COW_0713,Jersey,6,324,3,Late,Pregnant,Green Fodder,13.3,4,47,1.26,4.6,9.4,7.5,37.6,52,Yes,None,High Temp,24.3,74,Summer,Poor,13.1
COW_0714,Gir,4,504,4,Mid,Open,Concentrate,22.6,2,31,2.36,3.8,8.7,8.9,38.1,55,No,Mastitis,High Temp,26.0,87,Monsoon,Poor,18.2
COW_0715,Gir,10,464,2,Mid,Inseminated,Concentrate,13.9,2,51,4.17,2.4,6.5,9.9,38.1,79,Yes,Digestive Disorder,Low Activity,24.3,70,Summer,Clean,5.5
COW_0716,Jersey,5,411,3,Early,Inseminated,Concentrate,13.1,3,69,1.9,3.9,9.6,8.2,39.2,52,No,FMD,Normal,18.5,55,Summer,Clean,19.8
COW_0717,Jersey,2,450,3,Mid,Inseminated,Green Fodder,19.6,3,68,2.53,5.6,6.3,10.1,39.2,48,Yes,Mastitis,Low Activity,21.9,66,Summer,Poor,6.1
